,views,likes,comment_count,category_id,title_length,num_tags,year_published,month_published,day_published,hour_published,days_since_published,duration_seconds,engagement_rate,views_over_time
0,-0.2740290736286177,-0.20866928717855615,-0.2521813900025969,29,0.48937893612248423,0.7351762568727874,1.24275711503247,-0.9964584818850839,1.02635284756242,-0.4109584611303678,-1.1660006749396095,0.277559749033641,0.9264150176423283,-0.14661489916199616
1,-0.07367663960053587,-0.020557495771094617,-0.12311324339749233,22,-0.43509568285435674,-0.5247259288184382,1.24275711503247,0.5444566962877262,-1.5902496457613182,-0.4109584611303678,-1.270278571043912,-0.6775301922023632,1.2631330233986156,-0.02535690495513812
2,-0.2712075635965292,-0.20757927679827795,-0.2524281742217271,22,-1.28845686960221,0.3152088616423789,1.24275711503247,-0.38009241061595983,1.7089448023425255,0.5125436987131547,-1.220546035978783,-0.5183485353296958,0.7622293446042786,-0.14464342680871295
3,-0.24260305054528192,-0.17908900548256598,-0.21812516776262664,22,0.9871729617253986,-0.10475853358802964,1.24275711503247,-0.6882754462505218,-0.33883106199779134,-0.4109584611303678,-1.1812412905240843,-0.3591668784570285,1.1524448512903414,-0.12837274590644446
4,-0.2681898228077885,-0.19965920137460513,-0.2085005832165481,29,0.6316058005804598,-0.5247259288184382,1.24275711503247,0.23627366065316419,1.1401181733591041,-0.4109584611303678,-1.2646636074075264,0.11837809216097364,1.4237120020119611,-0.1425325552756419
5,-0.24866763414175827,-0.1644088656821219,-0.20899415165480853,28,0.20492520720653315,-0.38473679707496866,1.24275711503247,0.23627366065316419,1.02635284756242,1.1282118052755032,-1.2646636074075264,-0.040803564711693725,2.5398009833140716,-0.130807938926997
6,0.17892140189991865,0.29613552012826744,0.33615218840384525,25,1.200513258412362,-0.5247259288184382,0.06710986391776985,-0.07190937498139782,0.45752621857899856,-0.10312440784919362,-0.06466566454570667,-0.040803564711693725,1.8242047392998844,0.022760167651453996
7,0.5938180773905678,0.3292058350601943,0.5397491691862759,28,1.3427401228703375,-0.9446933240488466,1.24275711503247,0.5444566962877262,-0.1113004104044228,-0.4109584611303678,-1.2807063606543423,0.11837809216097364,0.2835628567150461,0.3792593287874109
8,-0.26639214952015333,-0.2000392049934177,-0.19788886179394868,25,3.1205759285950316,-0.24474766533149914,1.24275711503247,0.23627366065316419,1.3676488249524728,-0.4109584611303678,-1.266267882732208,0.11837809216097364,1.1863596386626427,-0.14143962308019337
9,1.3923439420015318,2.388495445881752,1.0229526702432448,22,0.4182655038934965,-0.5247259288184382,1.24275711503247,-1.6128245531542078,-1.021423016777897,1.7438799118378516,-1.1050382126017095,0.277559749033641,3.2720435790998748,0.7835193902118527
10,-0.2773062381295426,-0.21445934231783212,-0.25094746890694575,28,0.8449460972674231,-0.24474766533149914,0.3610216766964449,0.5444566962877262,-0.9076576909812127,-0.4109584611303678,-0.39675065675479315,-1.3142568196930327,0.37713066628255665,-0.15118954536745008
11,-0.19969420225276846,-0.1409286420775969,-0.16259871845832738,22,1.7694207162442641,-0.9446933240488466,0.65493348947512,1.1608227675568503,0.9125875217657357,-0.718792514411542,-0.7504933658470809,0.11837809216097364,1.1464154211704316,-0.11266039388554269
12,-0.1186558886729807,-0.12772851637147553,-0.18727714037134927,22,-0.7195494117703078,-0.6647150605619077,0.06710986391776985,-0.38009241061595983,0.685056870172367,-0.4109584611303678,-0.04060153467548301,-0.5183485353296958,0.06692949608985109,-0.09169451700272065
13,-0.29539854759561757,-0.22629945507241372,-0.2642738167399776,28,0.7027192328094476,0.035230598155439864,0.948845302253795,-0.38009241061595983,0.9125875217657357,-0.4109584611303678,-0.9213486879256689,-1.6326201334383674,-0.08846466520888735,-0.158881782973296
14,1.1023254158289386,1.706058946970509,0.5407363060627968,28,-0.008415089480430146,0.8751653886162569,0.65493348947512,-1.304641517519646,0.11623024118894575,0.5125436987131547,-0.5515632255865653,0.5959230627789758,2.7329266299244317,0.4686684025493852
15,-0.28135141876985026,-0.20529925508540245,-0.22725618387044474,29,0.560492368351472,-0.6647150605619077,1.24275711503247,0.5444566962877262,1.7089448023425255,-0.4109584611303678,-1.2943427009141357,-0.3591668784570285,3.074611327009276,-0.15031605183123609
16,-0.2730213122851331,-0.213359331842322,-0.23663398419739307,22,-0.5773225473123323,-0.6647150605619077,1.24275711503247,0.5444566962877262,-1.3627189941679498,-0.718792514411542,-1.2718828463685936,-0.995893505947698,0.13251556685582425,-0.1453879490852191
17,0.11349368847114492,0.15980422183163656,0.20856474711352202,29,-0.07952852170941792,-0.24474766533149914,0.06710986391776985,-0.9964584818850839,-1.021423016777897,-0.10312440784919362,0.019558790000076133,-0.5183485353296958,1.3162110294019813,-0.006181771852762996
18,-0.2525016172727878,-0.1964891711860896,-0.21195556228437118,29,-0.363982250625369,-0.10475853358802964,0.06710986391776985,-0.9964584818850839,-0.9076576909812127,-0.10312440784919362,0.018756652337735342,0.277559749033641,0.5092035264278125,-0.14287078341376738
19,-0.2714328963721764,-0.2024992284204676,-0.2213333626113195,28,0.7027192328094476,0.035230598155439864,1.24275711503247,0.5444566962877262,-0.7938923651845284,-0.718792514411542,-1.2758935346802975,-0.1999852215843611,1.4680160090892889,-0.14440302217747933
20,-0.273443984465775,-0.21015930136811076,-0.24033574748434636,28,0.48937893612248423,1.0151545203597263,-0.5207137616395803,-0.6882754462505218,-0.9076576909812127,-0.718792514411542,0.5810551536386281,-0.995893505947698,0.6373797149297393,-0.15186468694937647
21,0.20464481507065904,-0.09193817553646916,0.03581579372236871,28,-1.7151374629761367,2.415045837794421,-1.4024491999756055,-0.6882754462505218,-0.4525963877944756,-0.718792514411542,1.4561873432524286,-1.1550751628203653,-0.8670407816026321,-0.027665090035922157
22,1.5202290227869875,0.6109185178383347,0.5997177344349192,23,0.06269834274855762,-0.10475853358802964,0.3610216766964449,-1.6128245531542078,-1.3627189941679498,0.20470964543198059,-0.22348892168918283,0.11837809216097364,-0.24520190265021763,0.5714800146838658
23,-0.2180370662442863,-0.17198893786790978,-0.20307133039568329,28,-0.5773225473123323,-1.0846824557923163,-0.5207137616395803,-0.38009241061595983,-0.4525963877944756,1.1282118052755032,0.5529803354567006,0.5959230627789758,0.5327573175091658,-0.1339296617282895
24,3.8972065462128627,2.2204238453190386,3.052506088370166,28,0.2760386394355209,-0.5247259288184382,0.3610216766964449,-0.9964584818850839,1.481414150749157,2.051713965119026,-0.29086848532580906,0.9142863765243106,0.1506396862512051,1.564494674296709
25,-0.2719076750249237,-0.21257932441423302,-0.24329715811390898,28,-0.7906628439992957,-0.24474766533149914,-0.5207137616395803,0.23627366065316419,-1.5902496457613182,-1.3344606209738905,0.5128734523396611,-1.3142568196930327,0.15120076682483674,-0.15123978175926256
26,-0.2096332346447817,-0.16819890177501584,-0.1732104398809268,28,-0.29286881839638124,0.4551979933858484,-0.5207137616395803,1.7771888388259742,-1.021423016777897,1.1282118052755032,0.38533356402747576,0.4367414059063084,0.45340976087236445,-0.12998194925181622
27,-0.2912339100963875,-0.22447943774020607,-0.2625463272060661,27,0.20492520720653315,-0.10475853358802964,0.06710986391776985,0.23627366065316419,-1.1351883425745812,1.1282118052755032,-0.07749986714315929,0.277559749033641,-0.31771377030571285,-0.15729356981236936
28,-0.11705416897991197,-0.026717554433951258,-0.16358585533484823,22,0.7027192328094476,-0.6647150605619077,0.948845302253795,1.1608227675568503,1.3676488249524728,-0.4109584611303678,-1.0472843009131727,-0.3591668784570285,1.8805424710418004,-0.061764603342345036
29,-0.2581997925920126,-0.20014920604096872,-0.23564684732087218,28,0.6316058005804598,0.3152088616423789,0.3610216766964449,1.1608227675568503,0.0024649153922614736,-0.4109584611303678,-0.4512960177939668,-0.3591668784570285,0.5349767090039056,-0.14276069729561677
30,-0.2589919218328484,-0.18092902300523744,-0.1695086765939735,27,2.124987877389203,0.035230598155439864,0.65493348947512,1.1608227675568503,-0.33883106199779134,-0.10312440784919362,-0.7424719892236731,0.5959230627789758,2.2861742925654855,-0.1413545645173059
31,-0.2717424864218662,-0.2147493450795575,-0.25070068468781553,28,-0.363982250625369,-0.10475853358802964,0.06710986391776985,1.4690058031914122,0.3437608927823143,0.5125436987131547,-0.18659058922150654,-0.040803564711693725,-0.15721610903661615,-0.1494873953581443
32,-0.26132008335245,-0.18678907881113677,-0.207266662120897,25,0.2760386394355209,0.4551979933858484,1.24275711503247,-0.6882754462505218,1.02635284756242,-0.4109584611303678,-1.1908669424721738,-0.5183485353296958,2.0059047736267797,-0.1390997130586308
33,-0.24354429298820654,-0.18851909528625724,-0.20529238836785527,28,0.4182655038934965,3.534958891742177,-0.5207137616395803,-0.6882754462505218,0.45752621857899856,-1.0266265676927162,0.5714295016905387,-1.4734384765657,0.6180358662446587,-0.14224137783120996
34,-0.08423374344358621,-0.09715822524752625,-0.17765255582527073,28,-0.7195494117703078,0.035230598155439864,-1.4024491999756055,0.23627366065316419,1.82271012813921,0.20470964543198059,1.3663479250702601,0.7551047196516432,0.24095366091732565,-0.1024340380950879
